,lable,timesubmit,idemail,username,note,timeuse,address,Body,maintenance
440,strata|notice to resident|other|other,1704880733.9140027,tony118,tony,,20,other|other|other|other,"Dear Edwin Alberto Trujillo Granados & Brenda Sanchez Perez,

I hope this email finds you well.

We would like to bring your attention to the following notice from the strata.

Please note that this is a general notice from strata. If the content is not relevant to your residence, please disregard this email.


Thank you for your attention to this matter.

Kind Regards,

Tony, Jiayu Wang
Team Leader of Amazing Team
Executive Senior Partner, Property Management
Property Management Department
[T]: 02 9192 2800 - ext. 561
[D]: 02 9192 2828 (PMD Enquiry)
[M]: 0408 419 131
[E]: tonywang@pia.com.au

<cid:embed-image8417bd1ac45b424697598825f2866c9a>




From: pmdadmin@pia.com.au<mailto:pmdadmin@pia.com.au>
<pmdadmin@pia.com.au<mailto:pmdadmin@pia.com.au>> On
Behalf Of Infinity Building Management
Sent: Friday, 10 November 2023 3:06 PM
To: Leiwei Ma <andyfeng@pia.com.au<mailto:andyfeng@pia.com.au>>
Subject: Illegal use of Storage cage - 1 Thallon Street, Carlingford

 

dear All residents, 

I have been advised by one of the residents that someone is using unit 226
storage cage. If this is your items inside, can you please remove them as soon
as possible. If these items are not removed by 15/11/23 the owners will remove
them themselves. 

Kind Regards,

INFINITY Building Management

infinity@centralfacility.com.au<mailto:infinity@centralfacility.com.au>



Ph: 0481 000 039

",strata
441,strata|notice to resident|other|other,1704880744.7885432,tony119,tony,,10,other|other|other|other,"Dear Brandon Baloy Cardoza Vargas & Kendra Scarlet Salinas Corona,

I hope this email finds you well.

We would like to bring your attention to the following notice from the strata.

Please note that this is a general notice from strata. If the content is not relevant to your residence, please disregard this email.


Thank you for your attention to this matter.

Kind Regards,

Tony, Jiayu Wang
Team Leader of Amazing Team
Executive Senior Partner, Property Management
Property Management Department
[T]: 02 9192 2800 - ext. 561
[D]: 02 9192 2828 (PMD Enquiry)
[M]: 0408 419 131
[E]: tonywang@pia.com.au

<cid:embed-image84daae08b4f142c1898c96174c98554a>




From: pmdadmin@pia.com.au<mailto:pmdadmin@pia.com.au>
<pmdadmin@pia.com.au<mailto:pmdadmin@pia.com.au>> On
Behalf Of Infinity Building Management
Sent: Friday, 10 November 2023 3:06 PM
To: Leiwei Ma <andyfeng@pia.com.au<mailto:andyfeng@pia.com.au>>
Subject: Illegal use of Storage cage - 1 Thallon Street, Carlingford

 

dear All residents, 

I have been advised by one of the residents that someone is using unit 226
storage cage. If this is your items inside, can you please remove them as soon
as possible. If these items are not removed by 15/11/23 the owners will remove
them themselves. 

Kind Regards,

INFINITY Building Management

infinity@centralfacility.com.au<mailto:infinity@centralfacility.com.au>



Ph: 0481 000 039

",strata
442,strata|notice to resident|other|other,1704880756.5837822,tony120,tony,,11,other|other|other|other,"Dear Ali Yadiloui & Monireh Goodarzi Nasab,

I hope this email finds you well.

We would like to bring your attention to the following notice from the strata.

Please note that this is a general notice from strata. If the content is not relevant to your residence, please disregard this email.


Thank you for your attention to this matter.

Kind Regards,

Tony, Jiayu Wang
Team Leader of Amazing Team
Executive Senior Partner, Property Management
Property Management Department
[T]: 02 9192 2800 - ext. 561
[D]: 02 9192 2828 (PMD Enquiry)
[M]: 0408 419 131
[E]: tonywang@pia.com.au

<cid:embed-image3a4e87e18ee9472d933aadcea5c462b3>




From: pmdadmin@pia.com.au<mailto:pmdadmin@pia.com.au>
<pmdadmin@pia.com.au<mailto:pmdadmin@pia.com.au>> On
Behalf Of Infinity Building Management
Sent: Friday, 10 November 2023 3:06 PM
To: Leiwei Ma <andyfeng@pia.com.au<mailto:andyfeng@pia.com.au>>
Subject: Illegal use of Storage cage - 1 Thallon Street, Carlingford

 

dear All residents, 

I have been advised by one of the residents that someone is using unit 226
storage cage. If this is your items inside, can you please remove them as soon
as possible. If these items are not removed by 15/11/23 the owners will remove
them themselves. 

Kind Regards,

INFINITY Building Management

infinity@centralfacility.com.au<mailto:infinity@centralfacility.com.au>



Ph: 0481 000 039

",strata
443,strata|notice to resident|other|other,1704880768.2152214,tony121,tony,,11,other|other|other|other,"Dear Naveed Ahmed Siddiqui & Farisa Naveed,

I hope this email finds you well.

We would like to bring your attention to the following notice from the strata.

Please note that this is a general notice from strata. If the content is not relevant to your residence, please disregard this email.


Thank you for your attention to this matter.

Kind Regards,

Tony, Jiayu Wang
Team Leader of Amazing Team
Executive Senior Partner, Property Management
Property Management Department
[T]: 02 9192 2800 - ext. 561
[D]: 02 9192 2828 (PMD Enquiry)
[M]: 0408 419 131
[E]: tonywang@pia.com.au

<cid:embed-imageab12a1eee32243e1850fadcbd1cf39bd>




From: pmdadmin@pia.com.au<mailto:pmdadmin@pia.com.au>
<pmdadmin@pia.com.au<mailto:pmdadmin@pia.com.au>> On
Behalf Of Infinity Building Management
Sent: Friday, 10 November 2023 3:06 PM
To: Leiwei Ma <andyfeng@pia.com.au<mailto:andyfeng@pia.com.au>>
Subject: Illegal use of Storage cage - 1 Thallon Street, Carlingford

 

dear All residents, 

I have been advised by one of the residents that someone is using unit 226
storage cage. If this is your items inside, can you please remove them as soon
as possible. If these items are not removed by 15/11/23 the owners will remove
them themselves. 

Kind Regards,

INFINITY Building Management

infinity@centralfacility.com.au<mailto:infinity@centralfacility.com.au>



Ph: 0481 000 039

",strata
444,strata|notice to resident|other|other,1704880781.8498826,tony122,tony,,13,other|other|other|other,"Dear Siew Ling Liew & Raymond Yeow,

I hope this email finds you well.

We would like to bring your attention to the following notice from the strata.

Please note that this is a general notice from strata. If the content is not relevant to your residence, please disregard this email.


Thank you for your attention to this matter.

Kind Regards,

Tony, Jiayu Wang
Team Leader of Amazing Team
Executive Senior Partner, Property Management
Property Management Department
[T]: 02 9192 2800 - ext. 561
[D]: 02 9192 2828 (PMD Enquiry)
[M]: 0408 419 131
[E]: tonywang@pia.com.au

<cid:embed-image3829fb761b30409db3a56edb6c422e38>




From: pmdadmin@pia.com.au<mailto:pmdadmin@pia.com.au>
<pmdadmin@pia.com.au<mailto:pmdadmin@pia.com.au>> On
Behalf Of Infinity Building Management
Sent: Friday, 10 November 2023 3:06 PM
To: Leiwei Ma <andyfeng@pia.com.au<mailto:andyfeng@pia.com.au>>
Subject: Illegal use of Storage cage - 1 Thallon Street, Carlingford

 

dear All residents, 

I have been advised by one of the residents that someone is using unit 226
storage cage. If this is your items inside, can you please remove them as soon
as possible. If these items are not removed by 15/11/23 the owners will remove
them themselves. 

Kind Regards,

INFINITY Building Management

infinity@centralfacility.com.au<mailto:infinity@centralfacility.com.au>



Ph: 0481 000 039

",strata
445,strata|notice to resident|other|other,1704880793.371287,tony123,tony,,11,other|other|other|other,"Dear Monica Luu & Matthew Chun Ki Kan,

I hope this email finds you well.

We would like to bring your attention to the following notice from the strata.

Please note that this is a general notice from strata. If the content is not relevant to your residence, please disregard this email.


Thank you for your attention to this matter.

Kind Regards,

Tony, Jiayu Wang
Team Leader of Amazing Team
Executive Senior Partner, Property Management
Property Management Department
[T]: 02 9192 2800 - ext. 561
[D]: 02 9192 2828 (PMD Enquiry)
[M]: 0408 419 131
[E]: tonywang@pia.com.au

<cid:embed-image38a360d26e2944019bf87eb10d2d826c>




From: pmdadmin@pia.com.au<mailto:pmdadmin@pia.com.au>
<pmdadmin@pia.com.au<mailto:pmdadmin@pia.com.au>> On
Behalf Of Infinity Building Management
Sent: Friday, 10 November 2023 3:06 PM
To: Leiwei Ma <andyfeng@pia.com.au<mailto:andyfeng@pia.com.au>>
Subject: Illegal use of Storage cage - 1 Thallon Street, Carlingford

 

dear All residents, 

I have been advised by one of the residents that someone is using unit 226
storage cage. If this is your items inside, can you please remove them as soon
as possible. If these items are not removed by 15/11/23 the owners will remove
them themselves. 

Kind Regards,

INFINITY Building Management

infinity@centralfacility.com.au<mailto:infinity@centralfacility.com.au>



Ph: 0481 000 039

",strata
446,strata|notice to resident|other|other,1704880804.5241585,tony124,tony,,11,other|other|other|other,"Dear Anoop Kumar Mukundan,

I hope this email finds you well.

We would like to bring your attention to the following notice from the strata.

Please note that this is a general notice from strata. If the content is not relevant to your residence, please disregard this email.


Thank you for your attention to this matter.

Kind Regards,

Tony, Jiayu Wang
Team Leader of Amazing Team
Executive Senior Partner, Property Management
Property Management Department
[T]: 02 9192 2800 - ext. 561
[D]: 02 9192 2828 (PMD Enquiry)
[M]: 0408 419 131
[E]: tonywang@pia.com.au

<cid:embed-imaged7a3e8b4fb3540309639636a6d4ea558>




From: pmdadmin@pia.com.au<mailto:pmdadmin@pia.com.au>
<pmdadmin@pia.com.au<mailto:pmdadmin@pia.com.au>> On
Behalf Of Infinity Building Management
Sent: Friday, 10 November 2023 3:06 PM
To: Leiwei Ma <andyfeng@pia.com.au<mailto:andyfeng@pia.com.au>>
Subject: Illegal use of Storage cage - 1 Thallon Street, Carlingford

 

dear All residents, 

I have been advised by one of the residents that someone is using unit 226
storage cage. If this is your items inside, can you please remove them as soon
as possible. If these items are not removed by 15/11/23 the owners will remove
them themselves. 

Kind Regards,

INFINITY Building Management

infinity@centralfacility.com.au<mailto:infinity@centralfacility.com.au>



Ph: 0481 000 039

",strata
447,strata|notice to resident|other|other,1704880813.5076952,tony125,tony,,8,other|other|other|other,"Dear Archit Agarwal,

I hope this email finds you well.

We would like to bring your attention to the following notice from the strata.

Please note that this is a general notice from strata. If the content is not relevant to your residence, please disregard this email.


Thank you for your attention to this matter.

Kind Regards,

Tony, Jiayu Wang
Team Leader of Amazing Team
Executive Senior Partner, Property Management
Property Management Department
[T]: 02 9192 2800 - ext. 561
[D]: 02 9192 2828 (PMD Enquiry)
[M]: 0408 419 131
[E]: tonywang@pia.com.au

<cid:embed-image6e51fd7c849d4ca28b07f7ef5cb30b29>




From: pmdadmin@pia.com.au<mailto:pmdadmin@pia.com.au>
<pmdadmin@pia.com.au<mailto:pmdadmin@pia.com.au>> On
Behalf Of Infinity Building Management
Sent: Friday, 10 November 2023 3:06 PM
To: Leiwei Ma <andyfeng@pia.com.au<mailto:andyfeng@pia.com.au>>
Subject: Illegal use of Storage cage - 1 Thallon Street, Carlingford

 

dear All residents, 

I have been advised by one of the residents that someone is using unit 226
storage cage. If this is your items inside, can you please remove them as soon
as possible. If these items are not removed by 15/11/23 the owners will remove
them themselves. 

Kind Regards,

INFINITY Building Management

infinity@centralfacility.com.au<mailto:infinity@centralfacility.com.au>



Ph: 0481 000 039

",strata
448,strata|notice to resident|other|other,1704880824.3649533,tony126,tony,,10,other|other|other|other,"Dear Muhammad Waqar Nasir,

I hope this email finds you well.

We would like to bring your attention to the following notice from the strata.

Please note that this is a general notice from strata. If the content is not relevant to your residence, please disregard this email.


Thank you for your attention to this matter.

Kind Regards,

Tony, Jiayu Wang
Team Leader of Amazing Team
Executive Senior Partner, Property Management
Property Management Department
[T]: 02 9192 2800 - ext. 561
[D]: 02 9192 2828 (PMD Enquiry)
[M]: 0408 419 131
[E]: tonywang@pia.com.au

<cid:embed-image21a72cfbb1a144f3adaf57e38d2aa00f>




From: pmdadmin@pia.com.au<mailto:pmdadmin@pia.com.au>
<pmdadmin@pia.com.au<mailto:pmdadmin@pia.com.au>> On
Behalf Of Infinity Building Management
Sent: Friday, 10 November 2023 3:06 PM
To: Leiwei Ma <andyfeng@pia.com.au<mailto:andyfeng@pia.com.au>>
Subject: Illegal use of Storage cage - 1 Thallon Street, Carlingford

 

dear All residents, 

I have been advised by one of the residents that someone is using unit 226
storage cage. If this is your items inside, can you please remove them as soon
as possible. If these items are not removed by 15/11/23 the owners will remove
them themselves. 

Kind Regards,

INFINITY Building Management

infinity@centralfacility.com.au<mailto:infinity@centralfacility.com.au>



Ph: 0481 000 039

",strata
449,strata|notice to resident|other|other,1704880836.5857718,tony127,tony,,12,other|other|other|other,"Dear Xiaoyang Yu,

I hope this email finds you well.

We would like to bring your attention to the following notice from the strata.

Please note that this is a general notice from strata. If the content is not relevant to your residence, please disregard this email.


Thank you for your attention to this matter.

Kind Regards,

Tony, Jiayu Wang
Team Leader of Amazing Team
Executive Senior Partner, Property Management
Property Management Department
[T]: 02 9192 2800 - ext. 561
[D]: 02 9192 2828 (PMD Enquiry)
[M]: 0408 419 131
[E]: tonywang@pia.com.au

<cid:embed-image9899014095f741958ca54311a882cdfb>




From: pmdadmin@pia.com.au<mailto:pmdadmin@pia.com.au>
<pmdadmin@pia.com.au<mailto:pmdadmin@pia.com.au>> On
Behalf Of Infinity Building Management
Sent: Friday, 10 November 2023 3:06 PM
To: Leiwei Ma <andyfeng@pia.com.au<mailto:andyfeng@pia.com.au>>
Subject: Illegal use of Storage cage - 1 Thallon Street, Carlingford

 

dear All residents, 

I have been advised by one of the residents that someone is using unit 226
storage cage. If this is your items inside, can you please remove them as soon
as possible. If these items are not removed by 15/11/23 the owners will remove
them themselves. 

Kind Regards,

INFINITY Building Management

infinity@centralfacility.com.au<mailto:infinity@centralfacility.com.au>



Ph: 0481 000 039

",strata
